Date,Open,High,Low,Close,Volume,,,,,,,,,,,,,
2016-02-23,1928.85,1929.53,1909.79,1914.22,326810000,68.29166667,31.5,0.010541667,0.04175,0.575,0.007416667,0.7,0.9,3.2,1029.9,56,4.3,-0.00758483
2016-03-04,1956.01,1958.46,1949.47,1955.63,316418000,73.375,34.29166667,0.007875,0.064,0.616666667,0.007291667,13.2,0.1,2.7,1023.7,55,5.3,-0.000194273
2016-03-29,1986.93,1997.33,1984.07,1994.91,385453000,74.25,39.79166667,0.040833333,0.05675,0.904166667,0.009041667,11.3,0.1,3.2,1017.9,58,7.4,0.004016246
2016-04-06,1963.17,1975.09,1961.51,1971.32,358031000,55.70833333,21.66666667,0.024208333,0.056041667,0.770833333,0.006791667,14.4,3,1.9,1015.4,44,6.8,0.004151449
2016-04-07,1978.75,1980.43,1964.99,1973.89,434061000,51.5,29.125,0.029,0.04925,0.616666667,0.005041667,14.1,7.5,3,1008.9,70,3.9,-0.002456096
2016-04-18,2001.35,2009.55,1998.49,2009.1,339248000,70.625,20.54166667,0.027708333,0.029875,0.529166667,0.00375,11.2,1.5,3.1,1014.1,65,5.5,0.003872386
2016-04-20,2017.05,2023.77,2005.82,2005.83,423964000,55.75,23.29166667,0.017625,0.051416667,0.616666667,0.003791667,14.3,0.5,2.1,1018.5,54,8.9,-0.005562579
2016-04-21,2014.6,2022.1,2009.45,2022.1,392096000,49.70833333,24.79166667,0.027833333,0.042541667,0.579166667,0.003375,13.5,17,2.8,1006.3,88,9.4,0.003722823
2016-04-29,1998.68,1999.34,1983.3,1994.15,401063000,61.95833333,23.58333333,0.036625,0.035875,0.554166667,0.003333333,16.2,0.3,2.5,1011.6,48,2.5,-0.002266496
2016-05-02,1991.84,1991.84,1977.03,1978.15,328194000,41.375,18.41666667,0.034458333,0.033166667,0.608333333,0.004083333,21.1,16.5,2.2,1011,65,7,-0.006873042
2016-05-03,1988.34,1989.41,1979.66,1986.41,310492000,34.70833333,20.04166667,0.023333333,0.033583333,0.604166667,0.002458333,12.9,27,4.9,994.6,86,10,-0.000970659
2016-05-10,1965.86,1982.5,1964.9,1982.5,369085000,54.91666667,20.875,0.046583333,0.024,0.566666667,0.003,14.5,13.5,2.3,1007.1,82,9.1,0.008464489
2016-05-13,1979.97,1980.45,1962.77,1966.99,509123000,36.16666667,20.875,0.047625,0.021333333,0.55,0.002666667,18.6,0.5,2.1,1019.5,57,3.6,-0.006555655
2016-05-16,1961.91,1970.53,1961.32,1967.91,526717000,23.375,13.04166667,0.032666667,0.022791667,0.558333333,0.002625,15.9,2.5,3.2,1009.8,57,3,0.003058244
2016-05-24,1951.18,1951.39,1937.67,1937.68,517076000,53.83333333,33.45833333,0.052208333,0.034833333,0.620833333,0.0045,16.8,38.5,2.6,1006.9,83,7,-0.00691889
2016-06-07,1993.08,2011.67,1992.77,2011.63,481348000,24.16666667,13.79166667,0.030875,0.027833333,0.504166667,0.002166667,21.7,0.1,1.7,1010.2,70,6.8,0.009307203
2016-06-15,1972,1975.87,1960.97,1968.83,376769000,47.66666667,26.66666667,0.037875,0.035958333,0.354166667,0.002541667,20.9,15.5,2.7,1000.3,82,9,-0.001607505
2016-06-22,1981.78,1994.76,1979.37,1992.58,407434000,75.33333333,52.45833333,0.04325,0.057625,0.55,0.004916667,24.3,30.5,2,1005.2,75,6.4,0.005449646
2016-06-23,1989.42,1990.71,1980.14,1986.71,455389000,39.04166667,26.29166667,0.027416667,0.040708333,0.4375,0.00325,24.7,0.1,2.1,1005.6,71,5,-0.001362206
2016-06-24,2001.55,2001.55,1892.75,1925.24,750546000,58.625,46.29166667,0.039875,0.040958333,0.45,0.004083333,23.1,3.5,2,999.4,76,7.3,-0.038125453
2016-06-30,1971.54,1972.81,1959.28,1970.35,349862000,34.66666667,23.79166667,0.036166667,0.036333333,0.2625,0.003791667,24.6,0.2,2.8,1009.6,78,9.5,-0.000603589
2016-07-01,1977.36,1993.98,1975.89,1987.32,448128000,30.29166667,19.875,0.020291667,0.03125,0.241666667,0.0035,24,108.5,2.3,1004.2,87,9.9,0.005037019
2016-07-04,1989.44,1997.37,1985.11,1995.3,468611000,42.29166667,29.41666667,0.023375,0.043708333,0.266666667,0.002958333,21.8,29.5,3,1009.2,85,9.1,0.002945553
2016-07-05,1995.69,1996.77,1985.94,1989.85,405487000,14.95833333,8.083333333,0.014208333,0.034583333,0.4,0.002,23.1,100.5,2.8,1009.4,94,10,-0.002926306
2016-07-12,1991.13,1998.03,1986.45,1991.23,432650000,49.91666667,34.625,0.04775,0.0355,0.495833333,0.003666667,26.3,3,2.1,1001.9,66,7.3,5.02227E-05
2016-07-14,2004.12,2009.67,1997.94,2008.77,340227000,35.41666667,20.04166667,0.018625,0.025375,0.2375,0.002541667,27.5,0.1,2.1,1001.3,67,5.8,0.00232022
2016-07-15,2015.37,2022.34,2011.1,2017.26,477808000,25.125,13.625,0.027875,0.037,0.333333333,0.002125,26.2,1.5,2.6,1003.8,60,9.3,0.000937793
2016-07-18,2018.22,2022.11,2012.3,2021.11,380091000,20.5,13.25,0.015666667,0.022916667,0.3,0.004375,24.4,0.2,1.5,1010.2,75,5.9,0.001431955
2016-07-27,2027.07,2030.69,2021.15,2025.05,411661000,34,22.75,0.011541667,0.020416667,0.183333333,0.003083333,27.6,0.5,3.2,1004.2,76,9.4,-0.000996512
2016-07-28,2029.07,2029.38,2014.36,2021.1,350881000,36.16666667,25.04166667,0.013625,0.020125,0.283333333,0.00225,28,0.2,2.8,1005.7,71,6.3,-0.003927908
2016-07-29,2023.24,2028.99,2016.19,2016.19,366385000,66.625,43.08333333,0.038291667,0.018,0.479166667,0.002041667,26.3,59.5,1.6,1008.7,82,9.6,-0.00348451
2016-08-02,2023.55,2026.1,2017.59,2019.03,409940000,27.91666667,16.95833333,0.011833333,0.022,0.375,0.003041667,27.2,2,1.2,1008.9,73,7.6,-0.002233698
2016-08-09,2033.52,2046.03,2032.18,2043.78,436716000,35.33333333,13.66666667,0.026,0.007,0.375,0.003916667,29.3,1,1.9,1007.9,68,3.8,0.005045438
2016-08-16,2056,2063.09,2047.73,2047.76,374872000,41.66666667,24.58333333,0.033791667,0.018,0.4875,0.004125,29.3,0.5,1.6,1001.1,65,4.5,-0.004007782
2016-08-19,2057.9,2059.3,2049.52,2056.24,392318000,64.25,41.29166667,0.044125,0.028125,0.620833333,0.005208333,28.9,11.5,1.4,1006.2,70,7.5,-0.000806648
2016-08-22,2054.37,2054.71,2040.51,2042.16,343502000,33.875,22.79166667,0.044958333,0.016833333,0.158333333,0.004,30.7,0.4,2.1,1005.6,58,3.6,-0.005943428
2016-08-23,2044.27,2051.43,2041.86,2049.93,360414000,32.5,19.5,0.034041667,0.018916667,0.158333333,0.004,28.3,8,2.1,1006,69,5.1,0.002768715
2016-08-25,2041.58,2046,2035.01,2042.92,277432000,33.91666667,20.29166667,0.028666667,0.022291667,0.45,0.0045,27.1,4.5,1.9,1005,70,7.4,0.000656354
2016-08-26,2036.74,2039.91,2027.68,2037.5,288184000,27.95833333,15.58333333,0.029083333,0.0195,0.420833333,0.004375,23,20,3.6,1008.9,57,4.3,0.000373145
2016-08-31,2038.58,2041.17,2027.24,2034.65,400952000,26,6.958333333,0.02425,0.009291667,0.295833333,0.004,17.7,17.5,3.8,990.8,85,8.4,-0.001927812
2016-09-02,2033.92,2039.18,2030.17,2038.31,342631000,81.45833333,45.375,0.039583333,0.032083333,0.704166667,0.005541667,24.2,4.5,2.7,1006.5,69,6.5,0.002158394
2016-09-08,2064.96,2070.66,2053.2,2063.73,656653000,69.79166667,45.875,0.026916667,0.029291667,0.645833333,0.005458333,23,4.5,1.3,1006.6,76,8.1,-0.000595653
2016-09-12,2003.67,2011.04,1991.47,1991.48,422882000,43.25,29.20833333,0.03475,0.023083333,0.479166667,0.00475,23.4,2.5,1.9,1016.3,69,4.5,-0.006083836
2016-09-27,2037.32,2064.89,2031.13,2062.82,664040000,49.29166667,32.625,0.013291667,0.039708333,0.625,0.005291667,21,13.5,1.3,1016.2,83,9.6,0.012516443
2016-09-28,2062.57,2062.98,2051.68,2053.06,546450000,32.08333333,22.625,0.011291667,0.0285,0.575,0.004833333,19.9,0.5,1.3,1015.2,85,10,-0.004610753
2016-10-07,2065.95,2067.49,2051.6,2053.8,422446000,41,11,0.023,0.026,0.5,0.005,19.7,2,2.6,1019.4,68,8.8,-0.005881072
2016-10-25,2042.29,2042.65,2031.25,2037.17,299101000,19,12,0.013208333,0.032291667,0.333333333,0.002166667,14.1,37,2.2,1011.5,84,7.6,-0.00250699
2016-10-28,2021.97,2026.85,2015.72,2019.42,270531000,39.66666667,24.75,0.0055,0.042166667,0.591666667,0.002666667,14.6,0.3,2.5,1017.4,62,8.8,-0.001261146
2016-10-31,2011.29,2016.01,2005.95,2008.19,400664000,23.29166667,15.75,0.009583333,0.038916667,0.3875,0.002791667,5.7,0.5,2,1027.2,60,7.4,-0.001541299
2016-11-02,1995.41,1997.46,1976.34,1978.94,333529000,25.25,15.66666667,0.021333333,0.019208333,0.25,0.002416667,4.1,0.1,1.4,1027.5,53,4.4,-0.008253943
2016-11-03,1974.93,1988.82,1973.58,1983.8,272728000,35.29166667,23,0.006666667,0.046666667,0.491666667,0.004041667,9.1,0.2,1.6,1021.8,63,4.9,0.004491298
2016-11-07,1997.58,2001.74,1992.14,1997.58,210333000,14.79166667,10,0.016875,0.026416667,0.316666667,0.002,12.8,5.5,2.8,1022.7,71,9,0
2016-11-08,2009.56,2010.17,1994.33,2003.38,239579000,40.75,31.45833333,0.015541667,0.032,0.445833333,0.003083333,4.1,0.5,3.5,1025.6,58,2.4,-0.0030753
2016-11-10,1989.85,2002.6,1983.26,2002.6,433884000,39.58333333,29.54166667,0.008541667,0.038166667,0.391666667,0.002833333,6,0.4,2,1021,56,9.5,0.006407518
2016-11-11,1988.87,1994.05,1982.15,1984.43,386856000,36.70833333,26.54166667,0.004458333,0.047,0.541666667,0.002916667,9.1,4,2.2,1018.7,63,2,-0.002232423
2016-11-14,1982.93,1988.65,1974.27,1974.4,352116000,58.04166667,32.45833333,0.007416667,0.050333333,0.579166667,0.003416667,13.2,1.5,1.7,1016.4,79,7.9,-0.004301715
2016-11-22,1976.07,1986.82,1974.05,1983.47,231368000,63.66666667,33.45833333,0.009041667,0.042583333,0.641666667,0.003416667,2,0.2,3.9,1023.6,43,8.4,0.003744807
2016-11-30,1980.38,1988.44,1977.09,1983.48,233085000,43.08333333,27.33333333,0.00325,0.052375,0.691666667,0.004291667,6,1,2,1026.2,60,8.9,0.001565356
2016-12-05,1965.71,1971.24,1960.65,1963.36,237190000,81.45833333,62.125,0.0025,0.06375,0.920833333,0.005833333,5.9,1.5,3,1018.1,69,7.9,-0.001195497
2016-12-08,2008.31,2031.07,2007.57,2031.07,239428000,52.45833333,33.75,0.0035,0.050541667,0.620833333,0.004791667,2.1,3,1.7,1018.2,70,6.1,0.011332912
2016-12-09,2024.52,2026.83,2019.79,2024.69,225657000,53.875,38.25,0.003583333,0.055083333,0.804166667,0.004333333,1.4,3,2.8,1020.6,66,3.9,8.39705E-05
2016-12-14,2043.07,2044.42,2031.18,2036.87,384033000,57,41.33333333,0.00875,0.043541667,0.8125,0.00525,-1.4,0.1,2.7,1020.7,68,7.3,-0.003034649
2016-12-19,2039.4,2046.03,2037.04,2038.39,249870000,48.625,36.79166667,0.002625,0.052583333,0.779166667,0.004333333,7.2,0.1,2.5,1024.4,66,6.9,-0.000495244
2016-12-21,2049.47,2053.46,2037.96,2037.96,284570000,51.41666667,37.04166667,0.003458333,0.055,0.941666667,0.00425,7.9,29,3.5,1021.6,76,8.1,-0.005616086
2016-12-22,2041.61,2042.9,2033.99,2035.73,275096000,32.79166667,22.95833333,0.004208333,0.04275,0.633333333,0.003416667,5.5,23.5,3.5,1009.4,90,9.8,-0.00288008
2016-12-23,2036.17,2037.71,2031.54,2035.9,310882000,33.16666667,25.75,0.013125,0.026666667,0.525,0.003083333,-2.5,0.1,3.6,1020.9,71,8.9,-0.000132602
2016-12-27,2040.74,2044.43,2037.12,2042.17,384033000,47.16666667,34.04166667,0.005333333,0.044458333,0.829166667,0.003916667,-2.3,0.5,3.5,1023.4,55,2.8,0.000700726
2016-12-29,2020.42,2026.57,2016.25,2026.46,264521000,44.66666667,27.41666667,0.004208333,0.046791667,0.579166667,0.003666667,-4.2,0.3,2.8,1031,53,1.5,0.002989477
